iter	Passed	Remaining
459	3103	3642
460	3109	3635
461	3115	3628
462	3122	3621
463	3128	3613
464	3134	3605
465	3140	3598
466	3146	3591
467	3152	3583
468	3158	3575
469	3164	3568
470	3170	3561
471	3176	3553
472	3183	3546
473	3189	3539
474	3195	3531
475	3201	3524
476	3208	3518
477	3215	3510
478	3221	3504
479	3227	3496
480	3234	3489
481	3241	3483
482	3247	3475
483	3253	3468
484	3259	3461
485	3266	3454
486	3272	3446
487	3278	3439
488	3284	3432
489	3290	3425
490	3296	3417
491	3303	3410
492	3309	3403
493	3315	3396
494	3321	3388
495	3328	3381
496	3334	3374
497	3340	3367
498	3346	3359
499	3352	3352
500	3358	3345
501	3365	3338
502	3371	3330
503	3377	3323
504	3383	3316
505	3389	3309
506	3395	3301
507	3401	3294
508	3407	3287
509	3414	3280
510	3420	3273
511	3426	3266
512	3433	3259
513	3440	3252
514	3446	3245
515	3452	3238
516	3458	3231
517	3465	3224
518	3471	3216
519	3477	3209
520	3483	3203
521	3490	3196
522	3497	3189
523	3503	3182
524	3509	3175
525	3515	3168
526	3521	3160
527	3528	3154
528	3534	3146
529	3540	3139
530	3546	3132
531	3553	3125
532	3558	3118
533	3565	3111
534	3571	3104
535	3578	3097
536	3584	3090
537	3590	3083
538	3596	3076
539	3603	3069
540	3609	3062
541	3615	3055
542	3621	3048
543	3628	3041
544	3634	3034
545	3641	3027
546	3647	3020
547	3654	3014
548	3659	3006
549	3665	2999
550	3671	2992
551	3677	2984
552	3684	2978
553	3690	2971
554	3696	2963
555	3702	2956
556	3709	2949
557	3714	2942
558	3721	2935
559	3727	2929
560	3733	2921
561	3740	2914
562	3746	2908
563	3753	2901
564	3759	2894
565	3765	2887
566	3771	2880
567	3778	2873
568	3783	2866
569	3789	2858
570	3796	2852
571	3802	2845
572	3808	2837
573	3814	2830
574	3820	2823
575	3826	2816
576	3832	2809
577	3845	2807
578	3852	2800
579	3858	2793
580	3864	2787
581	3872	2781
582	3878	2774
583	3885	2767
584	3892	2761
585	3898	2754
586	3905	2747
587	3911	2740
588	3918	2733
589	3924	2726
590	3930	2720
591	3936	2712
592	3942	2706
593	3948	2698
594	3954	2691
595	3960	2684
596	3967	2678
597	3974	2671
598	3980	2665
599	3987	2658
600	3994	2651
601	4000	2644
602	4006	2637
603	4014	2631
604	4020	2624
605	4026	2617
606	4033	2611
607	4039	2604
608	4047	2598
609	4053	2591
610	4059	2584
611	4066	2578
612	4073	2571
613	4079	2564
614	4085	2557
615	4091	2550
616	4097	2543
617	4104	2537
618	4110	2530
619	4116	2522
620	4122	2516
621	4128	2509
622	4134	2501
623	4140	2494
624	4146	2487
625	4152	2480
626	4158	2473
627	4164	2466
628	4170	2459
629	4176	2453
630	4182	2445
631	4188	2438
632	4194	2431
633	4200	2424
634	4206	2418
635	4213	2411
636	4218	2404
637	4224	2397
638	4230	2390
639	4237	2383
640	4244	2376
641	4250	2370
642	4256	2363
643	4262	2356
644	4268	2349
645	4274	2342
646	4280	2335
647	4286	2328
648	4293	2321
649	4298	2314
650	4305	2308
651	4312	2301
652	4318	2294
653	4324	2287
654	4329	2280
655	4335	2273
656	4342	2266
657	4348	2260
658	4354	2253
659	4361	2246
660	4366	2239
661	4373	2232
662	4379	2226
663	4385	2219
664	4391	2212
665	4397	2205
666	4403	2198
667	4409	2191
668	4416	2185
669	4423	2178
670	4429	2171
671	4435	2164
672	4441	2158
673	4449	2151
674	4455	2145
675	4461	2138
676	4468	2131
677	4474	2124
678	4479	2117
679	4485	2110
680	4491	2104
681	4497	2097
682	4504	2090
683	4510	2083
684	4517	2077
685	4523	2070
686	4529	2063
687	4536	2057
688	4542	2050
689	4548	2043
690	4554	2036
691	4560	2030
692	4567	2023
693	4574	2016
694	4580	2010
695	4586	2003
696	4592	1996
697	4598	1989
698	4604	1982
699	4610	1976
700	4617	1969
701	4623	1962
702	4629	1955
703	4635	1949
704	4641	1942
705	4647	1935
706	4654	1928
707	4660	1922
708	4667	1915
709	4673	1909
710	4680	1902
711	4687	1896
712	4694	1889
713	4703	1883
714	4710	1877
715	4719	1872
716	4727	1865
717	4735	1859
718	4742	1853
719	4749	1847
720	4757	1840
721	4765	1835
722	4772	1828
723	4778	1821
724	4785	1815
725	4791	1808
726	4798	1801
727	4805	1795
728	4816	1790
729	4824	1784
730	4832	1778
731	4839	1771
732	4846	1765
733	4853	1758
734	4859	1752
735	4866	1745
736	4872	1738
737	4878	1732
738	4885	1725
739	4891	1718
740	4897	1711
741	4903	1704
742	4909	1698
743	4916	1691
744	4923	1685
745	4929	1678
746	4935	1671
747	4941	1664
748	4947	1658
749	4954	1651
750	4960	1644
751	4966	1637
752	4972	1631
753	4978	1624
754	4984	1617
755	4990	1610
756	4996	1604
757	5003	1597
758	5009	1590
759	5015	1583
760	5021	1577
761	5027	1570
762	5033	1563
763	5039	1556
764	5046	1550
765	5053	1543
766	5059	1537
767	5066	1530
768	5072	1523
769	5078	1517
770	5085	1510
771	5091	1503
772	5097	1497
773	5104	1490
774	5110	1483
775	5117	1477
776	5123	1470
777	5131	1464
778	5138	1457
779	5146	1451
780	5153	1445
781	5160	1438
782	5168	1432
783	5175	1425
784	5182	1419
785	5189	1413
786	5196	1406
787	5204	1400
788	5212	1393
789	5219	1387
790	5227	1381
791	5234	1374
792	5242	1368
793	5249	1362
794	5257	1355
795	5264	1349
796	5271	1342
797	5279	1336
798	5286	1329
799	5295	1323
800	5304	1317
801	5312	1311
802	5320	1305
803	5328	1299
804	5336	1292
805	5344	1286
806	5351	1279
807	5359	1273
808	5366	1266
809	5373	1260
810	5380	1253
811	5387	1247
812	5394	1240
813	5401	1234
814	5409	1227
815	5417	1221
816	5424	1214
817	5431	1208
818	5437	1201
819	5445	1195
820	5453	1189
821	5461	1182
822	5467	1175
823	5474	1169
824	5480	1162
825	5486	1155
826	5493	1149
827	5499	1142
828	5505	1135
829	5512	1129
830	5518	1122
831	5523	1115
832	5529	1108
833	5535	1101
834	5541	1095
835	5548	1088
836	5554	1081
837	5560	1074
838	5566	1068
839	5572	1061
840	5578	1054
841	5584	1047
842	5590	1041
843	5597	1034
844	5603	1027
845	5610	1021
846	5616	1014
847	5622	1007
848	5629	1001
849	5639	995
850	5650	989
851	5662	983
852	5673	977
853	5680	971
854	5686	964
855	5692	957
856	5698	950
857	5705	944
858	5712	937
859	5718	930
860	5724	924
861	5730	917
862	5736	910
863	5742	903
864	5749	897
865	5755	890
866	5762	883
867	5768	877
868	5774	870
869	5780	863
870	5786	856
871	5792	850
872	5799	843
873	5806	837
874	5812	830
875	5819	823
876	5826	817
877	5832	810
878	5838	803
879	5844	797
880	5852	790
881	5859	783
882	5867	777
883	5873	770
884	5880	764
885	5886	757
886	5893	750
887	5900	744
888	5907	737
889	5914	730
890	5920	724
891	5927	717
892	5933	710
893	5940	704
894	5947	697
895	5954	691
896	5961	684
897	5968	677
898	5974	671
899	5981	664
900	5987	657
901	5994	651
902	6000	644
903	6007	637
904	6014	631
905	6020	624
906	6027	618
907	6033	611
908	6040	604
909	6047	598
910	6054	591
911	6060	584
912	6068	578
913	6074	571
914	6080	564
915	6087	558
916	6093	551
917	6100	544
918	6106	538
919	6113	531
920	6119	524
921	6126	518
922	6133	511
923	6139	504
924	6146	498
925	6152	491
926	6159	485
927	6166	478
928	6172	471
929	6179	465
930	6185	458
931	6192	451
932	6199	445
933	6205	438
934	6212	431
935	6218	425
936	6225	418
937	6232	411
938	6238	405
939	6245	398
940	6253	392
941	6260	385
942	6268	378
943	6278	372
944	6290	366
945	6301	359
946	6312	353
947	6319	346
948	6326	339
949	6332	333
950	6338	326
951	6345	319
952	6352	313
953	6358	306
954	6365	299
955	6371	293
956	6378	286
957	6384	279
958	6391	273
959	6397	266
960	6404	259
961	6410	253
962	6417	246
963	6424	239
964	6431	233
965	6437	226
966	6444	219
967	6450	213
968	6457	206
969	6464	199
970	6471	193
971	6478	186
972	6484	179
973	6491	173
974	6498	166
975	6504	159
976	6511	153
977	6518	146
978	6524	139
979	6531	133
980	6538	126
981	6545	119
982	6551	113
983	6558	106
984	6564	99
985	6570	93
986	6577	86
987	6584	79
988	6591	73
989	6597	66
990	6604	59
991	6610	53
992	6616	46
993	6622	39
994	6628	33
995	6635	26
996	6641	19
997	6648	13
998	6654	6
999	6660	0
